Timestamp,Emotion
287522256.8571,SURPRISE
287522290.1904,DISCOMFORT
287522423.5238,SAD
287522556.8571,SURPRISE or ANGER
287522590.1904,SHOCK
287522623.5238,SURPRISE
287522756.8571,SAD
287522990.1904,SURPRISE or ANGER
287523023.5238,SHOCK
287523156.8571,DISCOMFORT
287523290.1904,SAD
287523423.5238,SURPRISE or ANGER
287523456.8571,SHOCK
287523590.1904,SURPRISE
287523723.5238,DISCOMFORT
287523856.8571,SAD
287523990.1904,SURPRISE or ANGER
287524123.5238,SHOCK
287524256.8571,DISCOMFORT
287524290.1904,FEAR
287524423.5238,SURPRISE or ANGER
287524556.8571,SHOCK
287524590.1904,SURPRISE
287524723.5238,DISCOMFORT
287524756.8571,SAD
287524990.1904,SURPRISE or ANGER
287525023.5238,SHOCK
287525056.8571,SURPRISE
287525190.1904,DISCOMFORT
287525323.5238,FEAR
287525456.8571,SURPRISE or ANGER
287525490.1904,SHOCK
287525623.5238,SURPRISE
287525656.8571,DISCOMFORT
287525790.1904,FEAR
287525823.5238,SURPRISE or ANGER
287525956.8571,SHOCK
287526090.1904,SURPRISE
287526223.5238,DISCOMFORT
287526256.8571,SAD
287526390.1904,SURPRISE or ANGER
287526423.5238,SHOCK
287526556.8571,SURPRISE
287526690.1904,DISCOMFORT
287526723.5238,SAD
287526856.8571,SURPRISE or ANGER
287526990.1904,SHOCK
287527023.5238,DISCOMFORT
287527156.8571,SAD
287527290.1904,SURPRISE or ANGER
287527323.5238,SHOCK
287527456.8571,SURPRISE
287527490.1904,DISCOMFORT
287527623.5238,SAD
287527756.8571,SURPRISE or ANGER
287527890.1904,SHOCK
287527923.5238,DISCOMFORT
287528056.8571,NEUTRAL
287528190.1904,SURPRISE or ANGER
287528323.5238,SHOCK
287528356.8571,SURPRISE
287528590.1904,NEUTRAL
287528623.5238,SURPRISE or ANGER
287530223.5238,SHOCK
287530290.1904,SURPRISE
287530423.5238,DISCOMFORT
287530556.8571,SAD
287530590.1904,SURPRISE or ANGER
287530723.5238,SHOCK
287530756.8571,SURPRISE
287530990.1904,DISCOMFORT
287531023.5238,SAD
287531056.8571,SURPRISE or ANGER
287531190.1904,SHOCK
287531323.5238,SURPRISE
287531456.8571,DISCOMFORT
287531490.1904,SAD
287531656.8571,SURPRISE or ANGER
287531790.1904,SHOCK
287531923.5238,SURPRISE
287532056.8571,SAD
287532190.1904,SURPRISE or ANGER
287532323.5238,SHOCK
287532556.8571,DISCOMFORT
287532590.1904,SAD
287532723.5238,SURPRISE or ANGER
287532756.8571,SHOCK
287532990.1904,DISCOMFORT
287533023.5238,SAD
287533056.8571,SURPRISE or ANGER
287533190.1904,SHOCK
287533223.5238,DISCOMFORT
287533456.8571,SAD
287533490.1904,SURPRISE or ANGER
287533623.5238,SHOCK
287533756.8571,DISCOMFORT
287533790.1904,ANGRY
287533823.5238,SURPRISE or ANGER
287533956.8571,SHOCK
287534190.1904,DISCOMFORT
287534223.5238,ANGRY
287534356.8571,SURPRISE or ANGER
287534390.1904,SHOCK
287534523.5238,SURPRISE
287534656.8571,NEUTRAL
287534690.1904,SURPRISE or ANGER
287534823.5238,SHOCK
287534956.8571,SURPRISE
287534990.1904,FEAR
287535123.5238,SURPRISE or ANGER
287535256.8571,SHOCK
287535390.1904,DISCOMFORT
287535423.5238,FEAR
287535556.8571,SURPRISE or ANGER
287535690.1904,SHOCK
287535723.5238,FEAR
287535856.8571,SURPRISE or ANGER
287535990.1904,SHOCK
287536123.5238,SURPRISE
287536256.8571,DISCOMFORT
287536290.1904,SURPRISE
287536423.5238,SURPRISE or ANGER
287536556.8571,SHOCK
287536690.1904,SURPRISE
287536723.5238,DISCOMFORT
287536856.8571,SURPRISE
287536990.1904,SURPRISE or ANGER
287537023.5238,SHOCK
287537156.8571,SURPRISE
287537290.1904,SURPRISE
287537323.5238,SURPRISE or ANGER
287537456.8571,SHOCK
287537490.1904,SURPRISE
287537623.5238,SURPRISE
287537756.8571,SURPRISE or ANGER
287537790.1904,SHOCK
287537923.5238,SURPRISE
287537956.8571,FEAR
287538190.1904,SURPRISE or ANGER
287538223.5238,SHOCK
287538356.8571,FEAR
287538390.1904,SURPRISE or ANGER
287538523.5238,SHOCK
287538656.8571,SURPRISE
287538690.1904,FEAR
287538823.5238,SURPRISE or ANGER
287538956.8571,SHOCK
287538990.1904,SURPRISE
287539023.5238,DISCOMFORT
287539156.8571,FEAR
287539290.1904,SURPRISE or ANGER
287539423.5238,SHOCK
287539456.8571,SURPRISE
287539690.1904,DISCOMFORT
287539723.5238,SAD
287539856.8571,SURPRISE or ANGER
287539990.1904,SHOCK
287540023.5238,SURPRISE
287540256.8571,DISCOMFORT
287540290.1904,FEAR
287540423.5238,SURPRISE or ANGER
287540656.8571,SHOCK
287540690.1904,NEUTRAL
287540823.5238,SURPRISE or ANGER
287540956.8571,SHOCK
287541090.1904,NEUTRAL
287541123.5238,SURPRISE or ANGER
287541256.8571,SHOCK
287541390.1904,SURPRISE
287541523.5238,DISCOMFORT
287541756.8571,NEUTRAL
287541790.1904,SURPRISE or ANGER
287541923.5238,SHOCK
287542056.8571,SURPRISE
287542190.1904,DISCOMFORT
287542323.5238,NEUTRAL
287542456.8571,SURPRISE or ANGER
287542590.1904,SHOCK
287542623.5238,SURPRISE
287542756.8571,DISCOMFORT
287542990.1904,SAD
287543023.5238,SURPRISE or ANGER
287543256.8571,SHOCK
287543390.1904,FEAR
287543523.5238,SURPRISE or ANGER
287543656.8571,SHOCK
287543790.1904,SURPRISE
287544023.5238,DISCOMFORT
287544056.8571,FEAR
287544290.1904,SURPRISE or ANGER
287544423.5238,SHOCK
287544456.8571,SURPRISE
287544690.1904,DISCOMFORT
287544723.5238,HAPPY
287544856.8571,SURPRISE or ANGER
287544990.1904,SHOCK
287545023.5238,SURPRISE
287545156.8571,DISCOMFORT
287545290.1904,SAD
287545423.5238,SURPRISE or ANGER
287545556.8571,SHOCK
287545690.1904,SURPRISE
287545823.5238,DISCOMFORT
287545956.8571,SAD
287546090.1904,SURPRISE or ANGER
287546223.5238,SHOCK
287546356.8571,SURPRISE
287546490.1904,DISCOMFORT
287546623.5238,SAD
287546756.8571,SURPRISE or ANGER
287546890.1904,SHOCK
287547023.5238,SURPRISE
287547156.8571,SAD
287547290.1904,SURPRISE or ANGER
287547423.5238,SHOCK
287547456.8571,SURPRISE
287547590.1904,DISCOMFORT
287547723.5238,SAD
287547856.8571,SURPRISE or ANGER
287547990.1904,SHOCK
287548123.5238,SURPRISE
287548256.8571,DISCOMFORT
287548490.1904,SAD
287548623.5238,SURPRISE or ANGER
287548756.8571,SHOCK
287548890.1904,SURPRISE
287548923.5238,DISCOMFORT
287549056.8571,SAD
287549190.1904,SURPRISE or ANGER
287549323.5238,SHOCK
287549456.8571,SAD
287549490.1904,SURPRISE or ANGER
287549723.5238,SHOCK
287549856.8571,SURPRISE
287549890.1904,DISCOMFORT
287550023.5238,SAD
287550156.8571,SURPRISE or ANGER
287550290.1904,SHOCK
287550423.5238,SURPRISE
287550556.8571,DISCOMFORT
287550690.1904,SAD
287550923.5238,SURPRISE or ANGER
287551056.8571,SHOCK
287551090.1904,DISCOMFORT
287551323.5238,SAD
287551456.8571,SURPRISE or ANGER
287551490.1904,SHOCK
287551623.5238,SURPRISE
287551756.8571,DISCOMFORT
287551790.1904,SAD
287551923.5238,SURPRISE or ANGER
287551956.8571,SHOCK
287552190.1904,SURPRISE
287552223.5238,SAD
287552356.8571,SURPRISE or ANGER
287552490.1904,SHOCK
287552623.5238,SURPRISE
287552756.8571,SAD
287552890.1904,SURPRISE or ANGER
287553023.5238,SHOCK
287553156.8571,SURPRISE
287553290.1904,DISCOMFORT
287553323.5238,SAD
287553456.8571,SURPRISE or ANGER
287553490.1904,SHOCK
287553723.5238,SURPRISE
287553756.8571,DISCOMFORT
287553890.1904,SAD
287554023.5238,SURPRISE or ANGER
287554156.8571,SHOCK
287554290.1904,DISCOMFORT
287554523.5238,SAD
287554656.8571,SURPRISE or ANGER
287554690.1904,SHOCK
287554923.5238,SURPRISE
287555056.8571,DISCOMFORT
287555090.1904,SAD
287555223.5238,SURPRISE or ANGER
287555256.8571,SHOCK
287555390.1904,SURPRISE
287555423.5238,DISCOMFORT
287555556.8571,SAD
287555690.1904,SURPRISE or ANGER
287555823.5238,SHOCK
287555856.8571,SURPRISE
287555990.1904,SAD
287556123.5238,SURPRISE or ANGER
287556156.8571,SHOCK
287556290.1904,SURPRISE
287556323.5238,DISCOMFORT
287556456.8571,SAD
287556590.1904,SURPRISE or ANGER
287556623.5238,SHOCK
287556756.8571,SURPRISE
287556890.1904,DISCOMFORT
287557023.5238,SAD
287557156.8571,SURPRISE or ANGER
287557190.1904,SHOCK
287557323.5238,SURPRISE
287557556.8571,DISCOMFORT
287557590.1904,FEAR
287557723.5238,SURPRISE or ANGER
287557856.8571,SHOCK
287557990.1904,SURPRISE
287558123.5238,HAPPY
287558156.8571,SURPRISE or ANGER
287558290.1904,SHOCK
287558323.5238,HAPPY
287558456.8571,SURPRISE or ANGER
287558590.1904,SHOCK
287558623.5238,SURPRISE
287558756.8571,FEAR
287558890.1904,SURPRISE or ANGER
287558923.5238,SHOCK
287559056.8571,DISCOMFORT
287559090.1904,FEAR
287559323.5238,SURPRISE or ANGER
287559356.8571,SHOCK
287559390.1904,DISCOMFORT
287559523.5238,SAD
287559556.8571,SURPRISE or ANGER
287559790.1904,SHOCK
287559823.5238,SURPRISE
287559956.8571,DISCOMFORT
287559990.1904,NEUTRAL
287560123.5238,SURPRISE or ANGER
287560256.8571,SHOCK
287560290.1904,SURPRISE
287560423.5238,NEUTRAL
287560456.8571,SURPRISE or ANGER
287560590.1904,SHOCK
287560623.5238,SURPRISE
287560756.8571,DISCOMFORT
287560890.1904,NEUTRAL
287560923.5238,SURPRISE or ANGER
287561056.8571,SHOCK
287561190.1904,SURPRISE
287561323.5238,NEUTRAL
287561456.8571,SURPRISE or ANGER
287561490.1904,SHOCK
287561723.5238,SURPRISE
287561756.8571,DISCOMFORT
287561890.1904,SAD
287562023.5238,SURPRISE or ANGER
287562156.8571,SHOCK
287562290.1904,SAD
287562523.5238,SURPRISE or ANGER
287562656.8571,SHOCK
287562690.1904,SURPRISE
287562923.5238,DISCOMFORT
287563056.8571,SAD
287563090.1904,SURPRISE or ANGER
287563323.5238,SHOCK
287563456.8571,SAD
287563490.1904,SURPRISE or ANGER
287563723.5238,SHOCK
287563856.8571,SURPRISE
287563890.1904,DISCOMFORT
287564123.5238,SAD
287564256.8571,SURPRISE or ANGER
287564290.1904,SHOCK
287564523.5238,DISCOMFORT
287564656.8571,SAD
287564690.1904,SURPRISE or ANGER
287564923.5238,SHOCK
287564956.8571,SURPRISE
287565090.1904,DISCOMFORT
287565323.5238,SAD
287565456.8571,SURPRISE or ANGER
287565490.1904,SHOCK
287565623.5238,SURPRISE
287565756.8571,DISCOMFORT
287565890.1904,SAD
287566023.5238,SURPRISE or ANGER
287566156.8571,SHOCK
287566290.1904,SURPRISE
287566323.5238,DISCOMFORT
287566456.8571,NEUTRAL
287566590.1904,SURPRISE or ANGER
287566723.5238,SHOCK
287566856.8571,DISCOMFORT
287566990.1904,SAD
287567023.5238,SURPRISE or ANGER
287567156.8571,SHOCK
287567190.1904,SURPRISE
287567323.5238,SAD
287567456.8571,SURPRISE or ANGER
287567490.1904,SHOCK
287567623.5238,SURPRISE
287567756.8571,DISCOMFORT
287567790.1904,SAD
287567923.5238,SURPRISE or ANGER
287568056.8571,SHOCK
287568090.1904,SURPRISE
287568223.5238,SAD
287568256.8571,SURPRISE or ANGER
287568390.1904,SHOCK
287568523.5238,SURPRISE
287568656.8571,SAD
287568690.1904,SURPRISE or ANGER
287568823.5238,SHOCK
287568856.8571,SURPRISE
287568990.1904,DISCOMFORT
287569123.5238,SAD
287569256.8571,SURPRISE or ANGER
287569290.1904,SHOCK
287569423.5238,SURPRISE
287569456.8571,DISCOMFORT
287569590.1904,SAD
287569723.5238,SURPRISE or ANGER
287569756.8571,SHOCK
287569890.1904,SURPRISE
287569923.5238,DISCOMFORT
287570056.8571,SAD
287570090.1904,SURPRISE or ANGER
287570223.5238,SHOCK
287570256.8571,SURPRISE
287570390.1904,DISCOMFORT
287570523.5238,SAD
287570656.8571,SURPRISE or ANGER
287570790.1904,SHOCK
287570923.5238,DISCOMFORT
287571056.8571,SAD
287571090.1904,SURPRISE or ANGER
287571323.5238,SHOCK
287571356.8571,SURPRISE
287571490.1904,DISCOMFORT
287571523.5238,SAD
287571656.8571,SURPRISE or ANGER
287571790.1904,SHOCK
287571823.5238,SAD
287571956.8571,SURPRISE or ANGER
287571990.1904,SHOCK
287572123.5238,SURPRISE
287572256.8571,DISCOMFORT
287572290.1904,SAD
287572323.5238,SURPRISE or ANGER
287572456.8571,SHOCK
287572590.1904,DISCOMFORT
287572623.5238,SAD
287572756.8571,SURPRISE or ANGER
287572790.1904,SHOCK
287572923.5238,SURPRISE
287573056.8571,DISCOMFORT
287573090.1904,SAD
287573223.5238,SURPRISE or ANGER
287573356.8571,SHOCK
287573490.1904,DISCOMFORT
287573623.5238,SURPRISE
287573756.8571,SURPRISE or ANGER
287573790.1904,SHOCK
287573923.5238,SURPRISE
287574056.8571,DISCOMFORT
287574190.1904,SURPRISE
287574223.5238,SURPRISE or ANGER
287574456.8571,SHOCK
287574490.1904,SURPRISE
287574623.5238,DISCOMFORT
287574856.8571,NEUTRAL
287574990.1904,SURPRISE or ANGER
287575023.5238,SHOCK
287575156.8571,SURPRISE
287575190.1904,DISCOMFORT
287575323.5238,SURPRISE
287575456.8571,SURPRISE or ANGER
287575490.1904,SHOCK
287575623.5238,SURPRISE
287575856.8571,DISCOMFORT
287575890.1904,SAD
287576123.5238,SURPRISE or ANGER
287576256.8571,SHOCK
287576290.1904,SURPRISE
287576423.5238,DISCOMFORT
287576556.8571,SURPRISE
287576690.1904,SURPRISE or ANGER
287576723.5238,SHOCK
287576856.8571,SURPRISE
287576990.1904,DISCOMFORT
287577023.5238,SURPRISE
287577156.8571,SURPRISE or ANGER
287577290.1904,SHOCK
287577323.5238,SURPRISE
287577456.8571,SURPRISE
287577490.1904,SURPRISE or ANGER
287577623.5238,SHOCK
287577756.8571,SURPRISE
287577890.1904,DISCOMFORT
287578023.5238,SURPRISE
287578156.8571,SURPRISE or ANGER
287578190.1904,SHOCK
287578323.5238,SURPRISE
287578456.8571,DISCOMFORT
287578590.1904,SURPRISE
287578623.5238,SURPRISE or ANGER
287578856.8571,SHOCK
287578990.1904,SURPRISE
287579023.5238,DISCOMFORT
287579256.8571,SURPRISE
287579290.1904,SURPRISE or ANGER
287579423.5238,SHOCK
287579456.8571,SURPRISE
287579590.1904,DISCOMFORT
287579723.5238,SURPRISE
287579756.8571,SURPRISE or ANGER
287579890.1904,SHOCK
287579923.5238,SURPRISE
287580056.8571,DISCOMFORT
287580190.1904,SURPRISE
287580223.5238,SURPRISE or ANGER
287580456.8571,SHOCK
287580490.1904,DISCOMFORT
287580623.5238,SURPRISE
287580756.8571,SURPRISE or ANGER
287580890.1904,SHOCK
287580923.5238,SURPRISE
287581056.8571,DISCOMFORT
287581190.1904,SURPRISE
287581323.5238,SURPRISE or ANGER
287581556.8571,SHOCK
287581690.1904,SURPRISE
287581823.5238,DISCOMFORT
287581956.8571,SURPRISE
287582090.1904,SURPRISE or ANGER
287582223.5238,SHOCK
287582256.8571,DISCOMFORT
287582390.1904,SAD
287582523.5238,SURPRISE or ANGER
287582656.8571,SHOCK
287582790.1904,SURPRISE
287582923.5238,DISCOMFORT
287583056.8571,ANGRY
287583090.1904,SURPRISE or ANGER
287583323.5238,SHOCK
287583356.8571,SURPRISE
287583490.1904,DISCOMFORT
287583623.5238,FEAR
287583656.8571,SURPRISE or ANGER
287583790.1904,SHOCK
287583923.5238,SURPRISE
287584056.8571,DISCOMFORT
287584190.1904,FEAR
287584323.5238,SURPRISE or ANGER
287584456.8571,SHOCK
287584490.1904,SURPRISE
287584623.5238,SAD
287584756.8571,SURPRISE or ANGER
287584790.1904,SHOCK
287584923.5238,SURPRISE
287584956.8571,DISCOMFORT
287585090.1904,SAD
287585223.5238,SURPRISE or ANGER
287585256.8571,SHOCK
287585390.1904,SURPRISE
287585523.5238,DISCOMFORT
287585656.8571,SAD
287585690.1904,SURPRISE or ANGER
287585823.5238,SHOCK
287585956.8571,SURPRISE
287586090.1904,DISCOMFORT
287586123.5238,ANGRY
287586256.8571,SURPRISE or ANGER
287586290.1904,SHOCK
287586423.5238,SURPRISE
287586656.8571,DISCOMFORT
287586790.1904,ANGRY
287586923.5238,SURPRISE or ANGER
287586956.8571,SHOCK
287587090.1904,DISCOMFORT
287587123.5238,ANGRY
287587256.8571,SURPRISE or ANGER
287587390.1904,SHOCK
287587423.5238,SURPRISE
287587556.8571,DISCOMFORT
287587690.1904,ANGRY
287587723.5238,SURPRISE or ANGER
287587856.8571,SHOCK
287587890.1904,DISCOMFORT
287588123.5238,ANGRY
287588156.8571,SURPRISE or ANGER
287588290.1904,SHOCK
287588323.5238,SURPRISE
287588456.8571,ANGRY
287588590.1904,SURPRISE or ANGER
287588623.5238,SHOCK
287588756.8571,SURPRISE
287588790.1904,DISCOMFORT
287588923.5238,ANGRY
287589056.8571,SURPRISE or ANGER
287589090.1904,SHOCK
287589123.5238,SURPRISE
287589256.8571,DISCOMFORT
287589390.1904,ANGRY
287589423.5238,SURPRISE or ANGER
287589456.8571,SHOCK
287589490.1904,ANGRY
287589723.5238,SURPRISE or ANGER
287589856.8571,SHOCK
287589890.1904,SURPRISE
287590123.5238,DISCOMFORT
287590256.8571,SAD
287590290.1904,SURPRISE or ANGER
287590523.5238,SHOCK
287590656.8571,DISCOMFORT
287590790.1904,SAD
287590923.5238,SURPRISE or ANGER
287591056.8571,SHOCK
287591290.1904,DISCOMFORT
287591423.5238,SAD
287591556.8571,SURPRISE or ANGER
287591690.1904,SHOCK
287591823.5238,SURPRISE
287592056.8571,DISCOMFORT
287592190.1904,SAD
287592223.5238,SURPRISE or ANGER
